z (m),u (m/s),V (1/s),T (K),rho (kg/m3),H2,H,O,O2,OH,H2O,HO2,H2O2,C,CH,CH2,CH2(S),CH3,CH4,CO,CO2,HCO,CH2O,CH2OH,CH3O,CH3OH,C2H,C2H2,C2H3,C2H4,C2H5,C2H6,HCCO,CH2CO,HCCOH,N,NH,NH2,NH3,NNH,NO,NO2,N2O,HNO,CN,HCN,H2CN,HCNN,HCNO,HOCN,HNCO,NCO,N2,AR,C3H7,C3H8,CH2CHO,CH3CHO
0.020859375,1.04822785361,103.737446568,1416.66741183,0.2357602358915953,0.006542824121,0.000557041844416,0.000233056594876,0.0934497805156,0.000597879941064,0.111019834261,0.000146376197417,5.94643809237e-06,1.96876150253e-09,9.44313575843e-08,7.2127927834e-06,6.20702165159e-07,0.000793073570896,0.0111765855689,0.0247266948899,0.0291118939294,1.00707967304e-05,0.000615302993081,8.83596506849e-07,4.52652411681e-06,6.50580286517e-05,1.64982594915e-09,1.29608319276e-05,1.04687000387e-06,0.00017931558676,1.24454855681e-05,0.000193018777503,8.04792249922e-07,5.07616688379e-05,2.92415430233e-08,8.97648642816e-10,1.61078885757e-09,2.93630630377e-09,4.39486025696e-09,5.50012569724e-10,2.35257786172e-06,1.47771882936e-08,1.11271930883e-07,1.28714474054e-09,1.81256673709e-11,2.38690505828e-07,5.62864379307e-11,5.15937632268e-10,1.21382386532e-08,2.30046288153e-10,8.9735210358e-08,1.9563720516e-09,0.720454562309,0.0,5.41886467151e-08,2.88451383361e-06,7.23263500425e-07,2.37974696562e-05
0.02087890625,1.07685261459,104.3756152,1460.87376924,0.22861690487309164,0.00645211172852,0.000696341079665,0.000328094369463,0.0884741122308,0.000815462884432,0.11501244477,0.000137719848516,3.75659711533e-06,4.34747370306e-09,1.603104685e-07,9.28388770354e-06,8.11073418847e-07,0.000767058429114,0.00882540835149,0.0254564506557,0.0313346173961,1.21864125121e-05,0.000551785146536,1.1275699966e-06,3.6188792062e-06,5.36096057795e-05,2.83383913129e-09,1.35406280293e-05,1.33656919131e-06,0.000155977447592,1.03319857661e-05,0.000133135843096,1.05819373905e-06,4.97796612037e-05,3.5421841367e-08,1.57188711797e-09,1.96181739359e-09,3.09573976087e-09,4.26360144835e-09,7.29921145505e-10,2.52566534332e-06,1.17437106191e-08,1.20892154544e-07,1.40594164792e-09,3.17543238543e-11,2.54982710006e-07,7.65038152125e-11,7.53765518133e-10,1.28401406052e-08,2.81969038819e-10,9.23971162387e-08,2.49095079982e-09,0.720671059305,0.0,4.46917212346e-08,1.80319936021e-06,6.93584097962e-07,2.19998770837e-05
0.0208984375,1.10220282249,105.008244267,1500.98095425,0.22252190964859997,0.00630144982995,0.000848224088236,0.000453884683623,0.0838076638419,0.00108379489735,0.118616369671,0.000125231857957,2.36670422217e-06,8.34433502285e-09,2.42813766136e-07,1.09500266713e-05,9.73054009578e-07,0.000698094714167,0.00676978846505,0.0259178060241,0.0335829145853,1.39041144245e-05,0.000482210527509,1.32874401324e-06,2.73018400612e-06,4.2372532987e-05,4.3975890887e-09,1.35258074067e-05,1.53380715585e-06,0.000128080171532,7.78869319927e-06,8.45222047118e-05,1.28624291957e-06,4.67182156868e-05,4.12980890121e-08,2.51974301528e-09,2.33831714944e-09,3.18966812445e-09,4.06226031836e-09,9.35549334258e-10,2.70610076091e-06,9.36552818742e-09,1.31059391115e-07,1.52803247926e-09,5.20068057709e-11,2.69304654515e-07,9.34931165415e-11,9.91871425781e-10,1.32425293983e-08,3.41768788946e-10,9.33723505406e-08,3.09649683164e-09,0.720930154612,0.0,3.27995671581e-08,1.01144625311e-06,6.30781693724e-07,1.9118223384e-05
0.02091796875,1.12394124745,105.635898338,1536.50939995,0.21741290417586467,0.00609234896364,0.00100596205633,0.000613607862908,0.0795217130364,0.00139923350754,0.121782434747,0.000109754980079,1.56991936036e-06,1.38275207675e-08,3.26378005561e-07,1.17941441496e-05,1.06731335981e-06,0.000597335679367,0.00503886594588,0.0260729889442,0.0358333974613,1.48682334504e-05,0.000408585690699,1.43897921347e-06,1.94060558622e-06,3.20819158107e-05,6.08495545926e-09,1.27470490672e-05,1.57744336347e-06,9.87848923303e-05,5.31304647284e-06,4.92886502946e-05,1.43898406804e-06,4.17737301025e-05,4.56497616249e-08,3.65045053789e-09,2.71625317664e-09,3.20155697783e-09,3.79723986345e-09,1.15785353018e-09,2.8930282932e-06,7.49391942569e-09,1.41759162334e-07,1.64553187374e-09,7.90929945211e-11,2.79867208918e-07,1.00766411228e-10,1.17396248272e-09,1.32614244076e-08,4.06252425633e-10,9.24218777057e-08,3.73455431325e-09,0.721227659215,0.0,2.12358777755e-08,5.08772519069e-07,5.39031869487e-07,1.55165267498e-05
0.0209375,1.14194775451,106.259268848,1567.26159848,0.21320439910205488,0.00583252949632,0.00116194128875,0.000806120837633,0.0756670353903,0.00175141707952,0.124486498836,9.27207774263e-05,1.13657424055e-06,1.97743827518e-08,3.89221679733e-07,1.16057232389e-05,1.07004281033e-06,0.000481428600176,0.00363860225843,0.0259064606301,0.0380617674693,1.48304171628e-05,0.000334006469322,1.43050132605e-06,1.30498752181e-06,2.32807799046e-05,7.44921999291e-09,1.12256006468e-05,1.45591071567e-06,7.14223496105e-05,3.27886087657e-06,2.64302115728e-05,1.47827686532e-06,3.54930758938e-05,4.72470366235e-08,4.75538940656e-09,3.06470932091e-09,3.12567527782e-09,3.48130150045e-09,1.38527332137e-09,3.08467459981e-06,6.03005009105e-09,1.52940426993e-07,1.74830982627e-09,1.11227812385e-10,2.84784890573e-07,9.5034618263e-11,1.2526192203e-09,1.28601837799e-08,4.70023306117e-10,8.95076624287e-08,4.34575638175e-09,0.721557522416,0.0,1.20921758672e-08,2.30271332354e-07,4.30223882948e-07,1.17142250104e-05
0.02095703125,1.15634460519,106.879102058,1593.36115867,0.2097885650994283,0.00553546372928,0.00130903085946,0.00102456195316,0.0722684807232,0.00212431882145,0.126732962819,7.58001073917e-05,8.99972292952e-07,2.45500178871e-08,4.13903465605e-07,1.04803597564e-05,9.84294983861e-07,0.000367102977941,0.00255137674201,0.0254304649403,0.0402442139139,1.37672605901e-05,0.000262451384545,1.30901982447e-06,8.38293432779e-07,1.62321735646e-05,8.05929954199e-09,9.19667340684e-06,1.21252412398e-06,4.84747574766e-05,1.8372022234e-06,1.30887248917e-05,1.39499991985e-06,2.86397270547e-05,4.54209883331e-08,5.58311639313e-09,3.35182213052e-09,2.9692746428e-09,3.13209887912e-09,1.60605793326e-09,3.27850510812e-06,4.90573388581e-09,1.6450434273e-07,1.82609188526e-09,1.44559789934e-10,2.82674574807e-07,7.86561037498e-11,1.2118791219e-09,1.20639203333e-08,5.2624946223e-10,8.48178972118e-08,4.85998908312e-09,0.721912429948,0.0,6.07324700833e-09,9.44295997783e-08,3.19938525359e-07,8.21995997166e-06
0.0209765625,1.16746990092,107.496127868,1615.22242275,0.20704195779290593,0.00521831659557,0.00144167907424,0.00125683233989,0.0693242043517,0.00249919356721,0.128552639982,6.04557864424e-05,7.65489028643e-07,2.67646587382e-08,3.96313658621e-07,8.75514279616e-06,8.36946790684e-07,0.000266588576797,0.00174054970816,0.0246841482804,0.0423588174129,1.1907427722e-05,0.00019793891613,1.10960146232e-06,5.21315366186e-07,1.09203255772e-05,7.74797241949e-09,7.0143710019e-06,9.19348913174e-07,3.1020345451e-05,9.41479626395e-07,6.02848322209e-06,1.21340976373e-06,2.19824114017e-05,4.04468601051e-08,5.95914830554e-09,3.55253465743e-09,2.75045417944e-09,2.7693930046e-09,1.81043686341e-09,3.47163903982e-06,4.06776101821e-09,1.76302556692e-07,1.87128065465e-09,1.74236391121e-10,2.73174601448e-07,5.78379006627e-11,1.07245829167e-09,1.09547734783e-08,5.68300187946e-10,7.87287934484e-08,5.21448781092e-09,0.722284551202,0.0,2.71262734856e-09,3.54294698945e-08,2.21962341509e-07,5.37606247698e-06
0.02099609375,1.17580561461,108.111002583,1633.45721949,0.20483661419223545,0.00489887974805,0.00155638318917,0.00148812593526,0.0668094009016,0.00285834648146,0.129995723179,4.76075987824e-05,6.85338375911e-07,2.60153898869e-08,3.46118207484e-07,6.8371909443e-06,6.64421121776e-07,0.000185812584184,0.00115836572334,0.023726038833,0.0443868137357,9.63833093762e-06,0.00014344576986,8.79057030417e-07,3.18203407334e-07,7.12739319194e-06,6.68934362504e-09,5.00497732521e-06,6.41753810173e-07,1.88401974438e-05,4.45791911342e-07,2.60585980303e-06,9.79145068741e-07,1.6105321928e-05,3.34319611109e-08,5.86042900595e-09,3.65477022287e-09,2.4927730446e-09,2.41183378311e-09,1.99180638379e-09,3.66136242834e-06,3.46790189622e-09,1.88148742237e-07,1.88113673991e-09,1.96092835884e-10,2.57079894601e-07,3.85434110152e-11,8.77578520629e-10,9.64989273089e-09,5.91585287271e-10,7.1719679668e-08,5.37194451954e-09,0.722666199995,0.0,1.09068685308e-09,1.23023361479e-08,1.44319974383e-07,3.29657752689e-06
0.021015625,1.18188662342,108.724274467,1648.75375512,0.20305190867859652,0.0045925972514,0.00165155505644,0.00170438676399,0.0646830121627,0.00318820736168,0.131122399879,3.75476036667e-05,6.35386648117e-07,2.29283585926e-08,2.79694875551e-07,5.04900806097e-06,4.97924743514e-07,0.000125299794395,0.000754447151876,0.0226227948763,0.0463135176203,7.3530926944e-06,0.000100223693983,6.57575410028e-07,1.92743896317e-07,4.53966134722e-06,5.25792057393e-09,3.36615463266e-06,4.17513133549e-07,1.09442227054e-05,1.9739424282e-07,1.0677157982e-06,7.3937200807e-07,1.13170930285e-05,2.57965532503e-08,5.39708482636e-09,3.66115820733e-09,2.21933021075e-09,2.07437987156e-09,2.14676923611e-09,3.84553022612e-06,3.05918550922e-09,1.99841074241e-07,1.85820231085e-09,2.07928757222e-10,2.36048664e-07,2.38774880039e-11,6.71865751983e-10,8.27246306715e-09,5.94684878895e-10,6.42776735347e-08,5.32931672807e-09,0.723050317398,0.0,4.00484900026e-10,4.00127951328e-09,8.85683195166e-08,1.91066645854e-06
0.02103515625,1.18622134264,109.336373354,1661.76963291,0.2015835193345418,0.00431063842812,0.00172706916778,0.00189509768658,0.0628953209433,0.00348071334995,0.131994071017,3.00784739624e-05,6.02586917399e-07,1.86296767863e-08,2.12105286755e-07,3.56528994792e-06,3.56093273446e-07,8.23444019745e-05,0.000482461059868,0.0214384259858,0.0481287412022,5.33236941456e-06,6.78335417775e-05,4.6929293493e-07,1.16619267081e-07,2.8377681729e-06,3.81809586581e-09,2.15248627211e-06,2.56241236323e-07,6.12877230896e-06,8.27659638129e-08,4.18847889397e-07,5.27626850648e-07,7.6692675841e-06,1.87275619735e-08,4.73553122282e-09,3.58607019064e-09,1.94869457813e-09,1.76702656639e-09,2.2744561406e-09,4.02273924275e-06,2.79687729354e-09,2.11188270407e-07,1.80894944666e-09,2.09753241084e-10,2.12093426376e-07,1.41567414734e-11,4.8685369427e-10,6.92753634751e-09,5.79300006895e-10,5.6824385513e-08,5.11388459359e-09,0.723430790921,0.0,1.36300772626e-10,1.23324088844e-09,5.1736604376e-08,1.05631183657e-06
0.0210546875,1.18924237101,109.947618926,1673.06483066,0.20034769401112776,0.00405934743435,0.00178377923794,0.00205445785182,0.0613946449074,0.00373299689961,0.132667110852,2.474174617e-05,5.79425858818e-07,1.4166415359e-08,1.52873795877e-07,2.43120142754e-06,2.45375689458e-07,5.3059201835e-05,0.000303865941553,0.0202270086635,0.0498266832036,3.70820212751e-06,4.47078444476e-05,3.22563597136e-07,7.06539682901e-08,1.74952385195e-06,2.59764348392e-09,1.3199169556e-06,1.50014454634e-07,3.33298981079e-06,3.32571857881e-08,1.58774774185e-07,3.59352868484e-07,5.04007568787e-06,1.29016242604e-08,4.02593180043e-09,3.45014717547e-09,1.69343780065e-09,1.49485667623e-09,2.37567875204e-09,4.19228847838e-06,2.64127825146e-09,2.22031129291e-07,1.74159348977e-09,2.0318075216e-10,1.87116908372e-07,8.28229371727e-12,3.37443672679e-10,5.68922750571e-09,5.49269183617e-10,4.96783804108e-08,4.7707852799e-09,0.723802640712,0.0,4.36060784911e-11,3.6402423762e-10,2.90175417451e-08,5.62114488981e-07
0.02107421875,1.19128870396,110.55823933,1683.07728281,0.19928118211975493,0.00384079330869,0.00182314030383,0.00218103158377,0.0601321385116,0.00394606719726,0.133189617407,2.10156860155e-05,5.61486811626e-07,1.02101571993e-08,1.05824067373e-07,1.61369488128e-06,1.64199783569e-07,3.36744065653e-05,0.000188967374747,0.0190296433074,0.051405411435,2.49284104897e-06,2.88334326072e-05,2.15213989819e-07,4.28506126906e-08,1.06775475759e-06,1.67625264123e-09,7.82074637011e-07,8.45709348617e-08,1.77110880946e-06,1.29439980154e-08,5.86302683944e-08,2.35675665427e-07,3.22829295497e-06,8.50365277146e-09,3.36731817827e-09,3.27498205116e-09,1.4606242963e-09,1.25896480615e-09,2.45223804468e-09,4.35402036231e-06,2.55992394006e-09,2.32254785347e-07,1.66413147017e-09,1.9055224033e-10,1.62633873654e-07,4.920303254e-12,2.25694338697e-10,4.59913844261e-09,5.09282759006e-10,4.30494743655e-08,4.3493250568e-09,0.72416208448,0.0,1.32787914682e-11,1.03855769143e-10,1.57515324271e-08,2.90267413754e-07
0.02109375,1.19261037642,111.168392681,1692.12882217,0.19833842307010585,0.00365388414558,0.00184694636858,0.00227654809865,0.0590645296288,0.00412326144251,0.133600561893,1.84332631826e-05,5.46223655823e-07,7.04236722927e-09,7.09013755452e-08,1.04824992378e-06,1.0729461022e-07,2.11056186473e-05,0.000116197228001,0.0178747007173,0.0528661261496,1.63045090539e-06,1.82619307543e-05,1.40168643007e-07,2.59640726019e-08,6.46435686405e-07,1.03562558356e-09,4.50252719214e-07,4.62217477082e-08,9.23325322958e-07,4.92026121663e-09,2.12133433712e-08,1.49880156015e-07,2.02312044717e-06,5.39826617635e-09,2.80670332939e-09,3.07953488778e-09,1.25318136621e-09,1.05770313524e-09,2.50645870746e-09,4.50813591979e-06,2.52819710199e-09,2.41791233665e-07,1.5831590911e-09,1.74225617023e-10,1.39683871386e-07,3.03383309387e-12,1.4661711701e-10,3.67196357703e-09,4.63832949146e-10,3.70528771732e-08,3.89320367325e-09,0.724506490927,0.0,3.88799563286e-12,2.88454602683e-11,8.32454037327e-09,1.46300611635e-07
0.02111328125,1.1933842126,111.778186661,1700.44611218,0.19748767109502727,0.00349557045697,0.00185714857794,0.0023445427391,0.0581551562963,0.0042689538615,0.133930409065,1.66274625513e-05,5.32237351947e-07,4.67493875722e-09,4.6155696541e-08,6.6770497206e-07,6.86014164221e-08,1.30589250242e-05,7.05732735945e-05,0.0167798661146,0.0542123734836,1.04121489455e-06,1.13699419214e-05,8.93087061665e-08,1.56527391079e-08,3.87872701763e-07,6.15086239839e-10,2.52121158077e-07,2.4508033559e-08,4.71482858161e-07,1.82592322799e-09,7.49908588173e-09,9.2750927882e-08,1.24195123371e-06,3.31143859666e-09,2.35430237655e-09,2.87853296545e-09,1.07134085688e-09,8.87844968779e-10,2.54089768819e-09,4.65503830346e-06,2.52856588669e-09,2.50614594586e-07,1.50347229793e-09,1.56183732887e-10,1.1887124506e-07,1.9625531702e-12,9.27974411271e-11,2.9037823739e-09,4.16621659905e-10,3.17314995883e-08,3.43600616962e-09,0.724834247063,0.0,1.09520073012e-12,7.78568993262e-12,4.28469152498e-09,7.19276786152e-08
0.0211328125,1.19373222044,112.387694101,1708.1850889,0.1967072092235185,0.0033618587765,0.0018557252399,0.0023892450055,0.0573738693281,0.00438767870012,0.134202414585,1.53316597844e-05,5.18812442457e-07,2.98654663053e-09,2.91276059578e-08,4.15270853529e-07,4.27242142305e-08,7.92424111946e-06,4.20106314196e-05,0.015754749834,0.0554493210682,6.47858061148e-07,6.9249153486e-06,5.54227812699e-08,9.29383211508e-09,2.28771818961e-07,3.4803555985e-10,1.35667640718e-07,1.23678840013e-08,2.30559479965e-07,6.19783122202e-10,2.40364955598e-09,5.56445452504e-08,7.42978326913e-07,1.95491603302e-09,2.00083622488e-09,2.6823421711e-09,9.13777506094e-10,7.45473777755e-10,2.55816145054e-09,4.79522152165e-06,2.54912941464e-09,2.58732482883e-07,1.42818912469e-09,1.3792249981e-10,1.00462890808e-07,1.32932332006e-12,5.70704832495e-11,2.27998103522e-09,3.70390578282e-10,2.70786343227e-08,3.00089634616e-09,0.725144577281,0.0,2.61660445311e-13,1.79406372728e-12,2.10593813515e-09,3.35922456266e-08
0.021171875,1.19341073048,113.60617219,1722.25453486,0.1953103135816679,0.00315593786874,0.00182384669357,0.00242130068678,0.0561247632773,0.0045565010704,0.134624759197,1.37079012887e-05,4.92784286708e-07,1.23694686439e-09,1.20455827441e-08,1.70145537112e-07,1.74937248967e-08,3.13210940889e-06,1.6045712377e-05,0.0139291769888,0.0576095415678,2.64717329028e-07,2.73070150079e-06,2.25439260295e-08,3.56518988873e-09,8.6718741415e-08,1.20325403909e-10,4.34631436843e-08,3.62145160698e-09,6.49590588128e-08,1.05653128299e-10,3.73507567173e-10,2.12765575435e-08,2.83448038163e-07,7.17734696505e-10,1.54569211368e-09,2.32493104264e-09,6.65537224726e-10,5.31470999211e-10,2.54868083244e-09,5.056451563e-06,2.62737885207e-09,2.72918609136e-07,1.29650542247e-09,1.04336384072e-10,7.10222689711e-08,7.08570512849e-13,2.25087938586e-11,1.40951895674e-09,2.86725849227e-10,1.96803595987e-08,2.2436826468e-09,0.725711621752,0.0,2.88051643686e-14,1.88505486911e-13,5.90950442864e-10,8.86534606912e-09
0.0212109375,1.19209403452,114.823990138,1734.93173012,0.1940687745016982,0.0030011307096,0.0017664409486,0.00240576802742,0.0551490176998,0.00466284562463,0.134971089009,1.26356266628e-05,4.67481804372e-07,4.83769906657e-10,4.78698762168e-09,6.80712447565e-08,6.95693009333e-09,1.21851365954e-06,6.03299103741e-06,0.0123774321246,0.0594251538545,1.07341527604e-07,1.05558566071e-06,8.90531937359e-09,1.35133585458e-09,3.25857423986e-08,3.97726087777e-11,1.35655099967e-08,1.03158750815e-09,1.80623912396e-08,1.80056482952e-11,5.67409456229e-11,7.94004866706e-09,1.05735166134e-07,2.54176298555e-10,1.27516715862e-09,2.02683648467e-09,4.84460159299e-10,3.82124734627e-10,2.49861004175e-09,5.29728299157e-06,2.72570946289e-09,2.84917343737e-07,1.19057655498e-09,7.66954957635e-11,4.96233843685e-08,4.0897919414e-13,8.57858874269e-12,8.65363378576e-10,2.18183131868e-10,1.42465724032e-08,1.6479966794e-09,0.726213672668,0.0,3.09431157421e-15,1.95807593006e-14,1.62833942564e-10,2.3143287411e-09
0.02125,1.18996027598,116.041272708,1746.45656342,0.19295026649748837,0.00287622057792,0.00169358992726,0.00236142639218,0.0543638985561,0.00472541029674,0.135284307027,1.18145490689e-05,4.43348967917e-07,1.69350801731e-10,1.72492542629e-09,2.49676024968e-08,2.52728995889e-09,4.36830864237e-07,2.08895029798e-06,0.0110669436404,0.060949457153,4.23907881852e-08,3.76063875464e-07,3.21512455473e-09,4.73259762502e-10,1.13637513192e-08,1.14767585034e-11,3.74573214073e-09,2.55666916282e-10,4.41734692185e-09,2.62574870676e-12,6.94277982017e-12,2.70691526801e-09,3.62345625124e-08,8.03549335355e-11,1.10535023737e-09,1.78456149395e-09,3.5318570427e-10,2.77093188116e-10,2.42185696378e-09,5.52079154065e-06,2.83312458082e-09,2.95187556738e-07,1.10678091032e-09,5.52333951353e-11,3.43741659999e-08,2.4388674218e-13,2.97674731223e-12,5.26695109974e-10,1.64260267405e-10,1.02947041217e-08,1.19637902259e-09,0.726657579349,0.0,2.57677983266e-16,1.59399147254e-15,3.96748487102e-11,5.28788485801e-10
0.021328125,1.18358541238,118.475159733,1766.52604457,0.19101780047160657,0.00267535948444,0.00152404171997,0.00222340558339,0.0532060255755,0.00475712378111,0.13587497466,1.0535098313e-05,3.99472798189e-07,2.88427714549e-11,3.19902639934e-10,4.91212470622e-09,4.85985252968e-10,8.32971728827e-08,3.76600717373e-07,0.00906481790574,0.0632638611963,1.17996825875e-08,7.04728319082e-08,6.1064353919e-10,8.66210187872e-11,2.08935060734e-09,1.6744022424e-12,5.16499945582e-10,3.06062422504e-11,5.28757258138e-10,1.79709331227e-13,3.54488456414e-13,4.94297053729e-10,6.56354496842e-09,1.33601356048e-11,9.27152654938e-10,1.43876032727e-09,1.98715647244e-10,1.56982223469e-10,2.22058050934e-09,5.92218335795e-06,3.06231396564e-09,3.11735131924e-07,9.92229200952e-10,2.91013648043e-11,1.72204740421e-08,9.72300887012e-14,5.17689495989e-13,2.20635902293e-10,9.5764749697e-11,5.63626199143e-09,6.5032355933e-10,0.727392629837,0.0,9.30443445111e-18,5.65912213985e-17,4.59157416218e-12,5.93165272793e-11
0.02140625,1.17494285805,120.907714598,1783.54879696,0.18939545099160313,0.002494444402,0.00135294201978,0.00206596134181,0.0523539713752,0.00472282285609,0.136458386514,9.48057297865e-06,3.62139557051e-07,3.99864770819e-12,4.92190538421e-11,8.13146712699e-10,7.83683957926e-11,1.34759747924e-08,5.77088349722e-08,0.00759823202809,0.0649527936556,4.97644301192e-09,1.12492037926e-08,9.73445617937e-11,1.35039152318e-11,3.30526969275e-10,2.01151694172e-13,5.99746496563e-11,3.01772592635e-12,5.30152630391e-11,1.11169038903e-14,1.38332080609e-14,7.86100437268e-11,1.03677611238e-09,1.90854284366e-12,8.27444792731e-10,1.19713327401e-09,1.14800621515e-10,9.22163858059e-11,2.0022112246e-09,6.28014021718e-06,3.30218446978e-09,3.25474479974e-07,9.12296102599e-10,1.47130463938e-11,8.45094731416e-09,3.87668301423e-14,7.54157356827e-14,9.20580092315e-11,5.46130042288e-11,3.0804439623e-09,3.45690480415e-10,0.727983886958,0.0,2.65228903557e-19,1.61184753057e-18,4.53371352527e-13,5.64211016388e-12
0.0215625,1.15194585743,125.77197057,1810.2004473,0.18688223828550418,0.00215812283561,0.00104757411152,0.00175361337849,0.0512296625189,0.0045451709579,0.137580864494,7.81004869994e-06,3.03870907922e-07,1.76411769804e-13,2.73649558392e-12,5.33169978793e-11,4.89236368939e-12,8.65142980096e-10,3.41539136213e-09,0.00574354070636,0.0670716470698,2.33912344705e-09,7.07465861842e-10,5.94590639876e-12,8.11683658709e-13,2.08424923585e-11,9.61322007691e-15,2.80402525607e-12,1.10719856789e-13,2.06895931837e-12,2.75633761895e-16,1.87249109434e-16,5.3520498719e-12,6.88090476407e-11,1.21597145299e-13,7.2124647611e-10,8.88853260144e-10,5.02041426531e-11,4.21223318538e-11,1.58766547551e-09,6.89000784544e-06,3.80450374817e-09,3.48117355475e-07,8.04776497133e-10,4.32854282416e-12,2.44309420088e-09,7.70641751016e-15,3.85919340264e-15,2.32797440606e-11,2.06782492449e-11,1.09631018224e-09,1.14789174467e-10,0.728854432785,0.0,2.75192517908e-21,1.7267487613e-20,1.63249223486e-14,2.15343597571e-13
0.021875,1.08964974609,135.49811335,1844.84802853,0.18368759024029396,0.00159944970932,0.000631873751066,0.00126021056975,0.0500300788031,0.00406600811927,0.139402544682,5.56011202421e-06,2.28868432238e-07,2.19491433157e-15,5.43841705699e-14,1.46552342299e-12,1.24480735097e-13,2.40529184728e-11,8.46009910847e-11,0.00388206845217,0.0691816374582,9.04937110772e-10,2.07234299482e-11,1.45349414726e-13,2.00734389482e-14,5.80488764132e-13,2.06772375442e-16,6.26435451825e-14,1.64715498954e-15,3.60822418294e-14,2.78639028854e-18,1.06939071547e-18,1.72343059487e-13,2.12208910469e-12,4.42692198068e-15,6.03987452949e-10,5.47838244831e-10,2.22768023073e-11,2.10466833889e-11,9.86813293492e-10,7.83844611509e-06,4.85244520812e-09,3.84034740102e-07,6.45268120401e-10,6.64776465413e-13,3.916451187e-10,6.45438916106e-16,6.89613450734e-17,3.99673738705e-12,5.24342728377e-12,2.51293045653e-10,2.28954098535e-11,0.7299321076,0.0,1.16327305022e-23,8.20129235135e-23,2.25149120385e-16,3.80329489243e-15
0.0225,0.925583112415,154.867524523,1879.96473808,0.18055923994782144,0.000942241516261,0.000270424704132,0.000719256985419,0.0490034255262,0.00323766432434,0.141532403025,3.2756417261e-06,1.52570812283e-07,8.94805001628e-18,4.80476585029e-16,2.13633679721e-14,1.66342852862e-15,3.89474286109e-13,1.18962607387e-12,0.00224969582464,0.0710347804668,2.19472030592e-10,9.80126412259e-13,1.83157090846e-15,2.69159801182e-16,9.6649748713e-15,2.67771879979e-18,9.50164726411e-16,1.27502704451e-17,3.76095990277e-16,1.28075399548e-20,3.44368911778e-21,3.12892093472e-15,3.80338488169e-14,1.40063681517e-16,4.53925735814e-10,2.57709281141e-10,1.30419554979e-11,1.61627301561e-11,4.34910059418e-10,9.18659026226e-06,6.87203239222e-09,4.19915062136e-07,4.18149796996e-10,6.02766948554e-14,4.18797241516e-11,2.56931219412e-17,5.46680872897e-19,6.52859062072e-13,1.1133894804e-12,4.63008662363e-11,3.34500549498e-12,0.730997064128,0.0,2.35323450023e-26,2.15323824477e-25,1.46090523985e-18,4.02810260342e-17
0.023125,0.728089888964,173.696729398,1899.48525427,0.1788630789840513,0.000580965619546,0.000127096351332,0.000435916420042,0.0484977189847,0.00259480351467,0.142804383872,2.11615854063e-06,1.09693241662e-07,6.99649099462e-20,5.43360132321e-18,3.57098123865e-16,2.60450666369e-17,7.32879055387e-15,2.0106212073e-14,0.00139008903188,0.0720248212148,6.35726448813e-11,2.75275459596e-13,2.77308407408e-17,4.34752303561e-18,1.88878993154e-16,4.61770342306e-20,1.97157291564e-17,1.22009522942e-19,4.73240404512e-18,7.28100173708e-23,1.40974737719e-23,5.95538436691e-17,7.66411236062e-16,6.52797050591e-18,3.37024551505e-10,1.27940193415e-10,9.09497933177e-12,1.45755834922e-11,2.07667271902e-10,1.02186686236e-05,8.74963033779e-09,4.09226861442e-07,2.59200000649e-10,6.70909998476e-15,5.61271663208e-12,1.49948229196e-18,5.79228166348e-21,1.68445420381e-13,2.73363985689e-13,1.18818340419e-11,6.93807624817e-13,0.731531341456,0.0,5.06422770176e-29,6.09717848227e-28,1.23415089014e-20,5.05093137717e-19
0.02375,0.50379105802,190.913096863,1911.41769576,0.17783478335783937,0.000380956164658,6.6365307285e-05,0.000283276009319,0.0482185221387,0.00212938629413,0.143608701679,1.5141356537e-06,8.40166146473e-08,4.13590692121e-21,1.12451998974e-19,9.90219075896e-18,6.07856994776e-19,1.80997237899e-16,4.50621184413e-16,0.000905243063083,0.0726004483505,2.18202282267e-11,1.18022181606e-13,6.89669282378e-19,9.69555053933e-20,4.83110657098e-18,1.19446535131e-21,6.08347340864e-19,1.55832107048e-21,7.6035123304e-20,5.91075142942e-25,1.05243784933e-25,1.31553536776e-18,1.79679154717e-17,4.45322074391e-19,2.52558354883e-10,6.58498054715e-11,6.37978845098e-12,1.27651789622e-11,1.09477748719e-10,1.10407151201e-05,1.02044196182e-08,3.63374647474e-07,1.62049497898e-10,9.40835577981e-16,9.24156043035e-13,1.23166126754e-19,1.15251650137e-22,5.86958095953e-14,7.60157650003e-14,4.5162389784e-12,2.27127081544e-13,0.73179408791,0.0,1.24649428559e-31,1.91495527133e-30,1.42143148513e-22,7.82859297794e-21
